fecha,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMD,AMGN,AMT,AMZN,ANET,APA,APD,APH,APP,AVGO,AXP,BA,BAC,BAX,BDX,BIIB,BKNG,BLK,BMY,BNY,BRK-B,BSX,BX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CRWD,CSCO,CSX,CVS,CVX,D,DD,DE,DELL,DHR,DIS,DUK,DVN,EBAY,ELV,EMR,EOG,EQIX,ETN,EXC,F,FCX,FDX,FIS,FISV,GD,GE,GEV,GILD,GIS,GLW,GM,GOOGL,GS,HAL,HD,HON,HOOD,HPQ,IBM,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KLAC,KMB,KMI,KO,LIN,LLY,LMT,LOW,LRCX,LYB,MA,MCD,MCK,MDLZ,MDT,MET,META,MMM,MO,MPC,MRK,MRNA,MRSH,MRVL,MS,MSFT,MU,NEE,NEM,NFLX,NKE,NOC,NOV,NOW,NVDA,ORCL,OXY,PANW,PEP,PFE,PG,PGR,PH,PLD,PLTR,PM,PNC,PRU,PSX,PYPL,QCOM,REGN,RTX,SBUX,SCHW,SLB,SNDK,SO,SPG,SPGI,STX,SYK,T,TFC,TGT,TJX,TMO,TMUS,TRV,TSLA,TXN,UBER,UNH,UNP,UPS,USB,V,VLO,VRTX,VZ,WDC,WELL,WFC,WMT,XOM,ZTS
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,-1.172341804920804,-0.8789650938967342,-0.12479884492431847,-1.286968615551487,-1.4666669367678615,-0.73328965431377,-0.5826335459315755,,-1.0397962415492537,-1.9140834695682785,-3.8369214153594466,0.17261102706858994,-0.047374088087885464,-1.5015961254838346,,-3.021562132529339,,,,-2.4117500110661116,-0.46032580242967724,-0.6283474270792972,-0.6008579063359498,0.6349048388227834,-1.6931870062404304,-1.003591152278644,-0.5113978842902497,-0.5605139507818077,0.2569683850673072,-0.7091624057519977,-0.4806345900798391,-0.6411818275262958,-0.9901542604499177,-0.9930941422667804,-1.6766453154452132,0.05994781286157433,0.8580995869381708,0.4015066921939196,0.7448474033144932,-0.19170956779144005,0.2706223414170955,-0.18945516263964984,-0.8158449268721949,0.7433116050653716,-0.6664198781282005,-0.8840144453801501,,-1.14091594110694,-1.7637622096783585,-0.4525223091478022,0.25625064673144593,-0.5620845923673095,-2.3054073811976865,-0.3769250933535325,,-1.0497965449578952,-0.9154585391851948,0.14720080676214492,,-2.656753379457323,-0.01402807558602692,-1.6417208851088658,0.5450769587405908,,-1.314196635494647,-0.20328646166983122,0.16583225877548471,-1.5242670996473773,0.1905443545465201,1.4406765114372677,-0.00753762449978369,-0.48113798226834187,-1.0597474540275547,,0.33559673436041115,,,-1.0355829311439793,-2.0398219880576276,-0.6885090284698747,-2.763504564880882,-0.6680412011423826,-0.7093589965800401,,-0.9060529809205168,-1.26051622384231,-2.895256270608245,-1.6077995569907948,-1.939081446770254,,-0.4714089621337295,-0.6209606601491727,,-2.503916327576393,-0.40654741040868414,2.9617635873573334,-0.3371405045485823,-0.41439091033162995,-1.4293994441461324,0.8776602653541186,-0.5381283731605488,-2.523608491045925,,-0.34769714578274735,-0.37642930361445864,-0.8102543628250057,0.0029639913633277798,-0.37772321157040534,-1.2154895590448624,-1.8268956678745873,-1.0732021302303685,-0.4085492931364407,,-0.6602395222286507,,-0.08183013177053829,,-0.7815334484535735,-1.3475573235941005,-2.712541539115593,-0.25315709792143026,,-0.3800713951698184,-0.5036248552360981,-0.4071378932695947,,-0.9717773143327707,-1.5621553836651252,-2.0770552384910497,-2.4737185123156897,-1.952767078430098,-0.21120404087578015,-0.23756099181978332,-0.577358512646731,0.30938438381204453,,-0.5888668495922019,,-0.2938964574212421,-0.6013044110799455,,-0.3384874878080288,-2.249153159386231,-1.5473507072998285,1.146319810036155,-0.1266619088158759,-0.3576309059552681,-0.22341725823413783,-0.46928329998882856,,-0.0062344627162141345,-1.3612088296393194,-0.7979128466270431,,-0.3120088857425344,0.4034325074182381,,-1.0633277956609575,-0.25204393436091804,-0.9032331758791593,0.9201898028454923,,-3.3582930560405573,-0.8745290307368179,-0.2396755135514033,-0.7239758029422106,-0.5577191924747941,-0.8680210131017511,-0.525935508877605,-0.543754746979007,,-0.41168024757868293,-0.04234174913381796,,,-0.5801337923153297,-0.650384079670468,0.28703018490402726,-0.8796018316913787
2011-12-31,-0.8012256630761547,-0.3971824551921508,-0.4758867607047444,-1.0489845887086886,-1.4430999662315533,-1.1674605114391012,-0.48690124592924783,,-1.2156943018332422,-2.112301341893455,-2.876727202002691,-0.546023683616504,-0.6743300480177266,-1.6522216409389108,,-1.0043544371005169,,,,-1.1536538713081375,-1.0732641334057973,-1.2240661187291517,-0.7563850697041264,-0.7483994710567097,-1.2101500616341625,-1.600426902305266,-1.3907675811495819,-0.9919023898968089,-0.3720051508955286,-0.4657634235194341,-0.4916919538250252,-0.6319272901981258,-1.2519877309803986,-1.0270418077911285,-1.497467610540223,-0.35676717821456977,-0.566866823889738,-0.9083215447564191,0.033787961613089834,-0.5398922422448469,-0.672853334458027,0.35161292085645646,-0.738571594288913,-0.466892927075861,-0.768218554945784,-1.212989819539755,,-1.0040995312782073,-1.304358285887331,-0.6493757711950661,-0.4349527588799159,-0.004148735662087851,-1.5928707140807583,-1.1361427493673564,,-0.8370692434504637,-1.179887618450622,-0.24937428978699988,,-1.473586686490955,-0.4526618000668277,-1.6721010380257668,-2.527405696402646,,-0.8899688122330207,0.5005883985855184,-1.4926617747597375,-1.5383791449097015,-1.5402259176856192,-1.3657328290404425,-1.1083055089894809,-1.5233768695537735,-1.0956676192986592,,-0.7612236773687484,,,-1.7206368014657851,-1.19569855386447,-1.0391749844033447,-1.4967827216966316,-0.755770423650817,-0.9353190714056301,,-1.8271063214998318,-0.8154375133898242,-1.9841666047459432,-1.532343985053118,-0.995200120881657,,-0.36103365164808876,-0.6204779612447004,,-1.182599884167734,-0.29024464617410045,-1.8122706378856426,-0.46525929290673357,-0.6867440750142784,-0.3796924147662397,-0.39178064083404085,-0.9294520752810326,-1.9072662913924585,,-0.9178993216670054,-0.4060770191909868,-0.9112022146211529,-0.4244777544110824,-0.8605106483059117,-1.4998947837265098,-1.268626115211683,-0.8322241891829528,-0.3589767443731731,,-0.30522023136382603,,-0.7349710267489797,,-1.0858157890125173,-0.835047954921339,-3.169999473623203,-0.6383086438017466,,-1.5547462357636805,-1.0760563008117738,-0.5395073463827542,,-1.3130966402929782,-1.9614087454828997,-1.425687620380485,-1.936585192305843,-1.678078777240838,-0.3800202770528874,-0.4168700939651337,-0.26273797067558013,-0.34625285090868213,,-1.2369202068877863,,-0.5292807772056687,-0.789336441065589,,-2.0730390130459146,-2.591517700281731,-1.3911296874781314,-2.5947141279237598,-0.7504439331872709,-0.9907012015940942,-0.6109554028219614,-1.387014675931456,,-0.4387150052662047,-1.276918878051963,-1.0609547603954257,,-0.9707455706375422,-0.2204779033972236,,-0.9093494645245611,-0.6109672819968841,-0.8306363268969575,-0.45595872795138537,,-1.3125317507065126,-1.406355888815582,-1.3274379164607915,-0.49339702358653065,-0.8818898076509333,-0.9855619884766423,-0.6496000317903854,-0.9376355919841368,,-1.05430327180831,-0.34037561021356166,,,-0.564875584069023,-0.37640338818612484,-0.46869062829597696,-1.008408598326716
2012-01-31,0.22214491752575966,0.29977356393319127,-0.1514171373494215,-0.7272183545343941,-1.5388924739183985,-0.9875313735438354,0.12018418768463558,,-0.9272752046608204,-3.4244043050975215,-3.903057795534842,-0.652992305154168,-1.4485576562465807,-2.3565474822181818,,0.09513355877950938,,,,-0.5076697598118123,-1.117932291985568,-1.040268552734849,0.772034726751237,-1.4465626139411971,-2.135324947432198,-2.4658612674728975,-2.003552392483398,-0.7047079783441959,-0.4183553156988821,1.1170989633257153,-0.013509663716867284,-0.5430008536315287,-0.08422479206262527,0.25794950030442976,-1.737461622929947,-0.25721968912082943,-1.5915096836670448,-1.369403417307108,0.9380531384257601,-0.8011794988696209,-0.6126130382644628,1.1647825456578809,0.42227031990422065,-0.5095536465208047,-0.8617366739235731,-1.144240989035527,,-0.7704234995666672,-1.7142151479766394,-0.48790488959672806,0.26823362504307785,0.4740180419268436,-1.332812515838856,-1.6645053433667218,,-0.6680268173318902,-1.0024369452249096,-0.6534004366508941,,-1.913106852211753,-0.23459551483133112,-3.316925637638035,-6.028927812166764,,-0.5250792476947937,1.9643492338398492,-2.4319466726804753,-1.9123551905574414,-2.96615905056487,-3.5623217013416983,-2.054604530353227,-2.9609648094917906,-0.6196536657453081,,-1.4119650132389032,,,-1.859565224115168,-1.0206672498177984,-0.19730537529401534,-1.2483966606626173,-0.19760532106624548,-0.8044100264313522,,-2.490486647459582,-0.3154192646070403,-2.36296922686182,-2.1809901208025084,-0.8135394230962835,,-0.12356811516901266,0.69335376857512,,-3.0597848521496993,0.2172879486240936,-5.889847353464377,-0.5936383510131196,-0.4417480553885824,0.05731453336415385,-0.6664043820096649,-0.4900365864145391,-2.547292876197928,,-1.1261840273631532,-0.28225461721776995,-1.160438724198618,-0.3586112399770565,-1.4948025542834298,-1.2032124775802173,-1.0808908836583364,-0.5613374654584741,-0.030336876767159095,,-0.0506426372336684,,-1.376192017671747,,-0.4024237771321688,-0.3391409518480235,-3.4366369870072355,-1.3273240083473572,,-2.503487365910821,-1.6812543636199095,-0.6790345568708955,,-2.0513847288286615,-2.1678728715916926,-1.4911119557329273,-3.0755355948335446,-2.8579852202509892,-0.3494955548949948,-0.07999428248173863,0.1806954106824423,-0.591756266640293,,-2.204333106113552,,-0.47318715699649677,-0.4387187670972516,,-1.7544394569428041,-4.63696525577171,-0.7104257867366098,-8.81065453591995,-0.8267073522226808,-1.6853142921230981,-0.19523179474567295,-2.058190464732001,,-1.2085947122323115,-1.9237457736661239,-1.4914373436670603,,-1.7830739549416657,-0.03357193548292556,,-0.7896415873313928,-0.39094953557691803,-0.9809309609392629,-0.9954214729460834,,1.2195541760420803,-1.751298060797091,-2.107813777897296,0.0697120785655323,-0.8176482584712296,-1.1582386093335015,-0.3535328617646459,-1.282049681743183,,-2.658752970487252,-0.4939872679715715,,,0.5570746089554638,-0.07287070348716973,-0.16278178490915807,-1.625125024203052
2012-02-29,-0.27160194316563013,0.20022795040358987,-0.09903933682388912,-0.32237987587915207,-1.2043835881641052,0.08127572260661389,0.048908469145161254,,0.11586118413973055,-1.9225867662545197,-1.9841126372032207,0.13825196742992338,0.03725864531795354,-1.0077113848033163,,0.6296378431982674,,,,-0.5431662994771047,0.7273971416844061,0.10992544825482958,1.2395173891998774,1.1941103783896718,-0.45783772573949183,-0.6387852268504896,0.7635857013116866,0.30307202883320095,0.1829777722409539,0.7814416485415054,0.3194181782983625,-0.9184259332141214,1.9935271114077695,1.2813775425245986,0.07871836630292486,-0.31725196716892645,0.10744109827424898,0.5456932777804533,1.9740931524198249,0.3937524944114486,1.1708424647083902,-1.0689301745830142,0.3029008089673165,1.5833681737285903,-0.44174554460656973,-0.11183267895828224,,0.3342108612277923,-0.1534295849707721,0.002718121183910014,1.443934059565456,0.21417937692043065,-0.1097708702263525,0.32603290994675943,,-0.0723524836072417,0.37334401341741624,0.40469284953872375,,-2.08220415033193,0.7362891728944255,0.7578969908791361,1.4658687143240143,,-1.2635161620761657,0.9565762788301894,0.7200221251350367,1.0257935066716413,0.46765416585340036,1.241213660906879,0.35582016939341105,1.1494006029384676,0.5805424746815934,,0.21343664935331863,,,-0.0663866702080368,-0.7667935453424896,1.148360713269493,-0.7946058549792823,-0.43698967186172166,0.30123898118853903,,-0.15071039227075628,0.0026874101784944565,-1.9673654128369846,-1.2835931553766977,-0.9709176081380451,,-0.018087258718903147,0.9186595126665967,,-3.6272341025041435,-0.42360506634471284,5.148802711927808,0.06621473693793974,-0.17664743163660754,-1.0672420178896418,0.5533391752917571,-0.3857824221797804,-0.7308598933087603,,0.14795266078793295,0.05566277404081366,-1.2058274652632366,0.3515723826812346,0.17426105140945095,1.0476577696215073,-0.6307457780996487,0.21297119718856972,0.1135059771903541,,0.13316108156040798,,-0.45518241230567313,,1.2648042529615435,0.1348144879656893,1.0408175427374773,-0.6378726899394603,,-1.3798453553288412,0.11815180418843853,-0.9874490624077167,,-0.48367714903842757,-1.4573705100812095,0.1592721741250337,0.45390149652628864,-0.3521680105712899,0.16735514847448246,0.22779841057794664,-0.1656073599203783,-0.9320287846330676,,-0.2187196716055019,,0.5761144778853448,0.8290495345913271,,2.3408139052572774,-1.7315711254114083,-0.5164988841656766,-3.3178341457471103,1.065032144790787,0.3030510303632548,0.7169214209872632,0.9078118896616395,,0.47411617718497506,-0.7722003469255142,-0.05438624749610785,,-0.03775743878262094,0.8796898856083557,,-0.12146729627082502,0.05194227188330761,-0.2727561672476309,0.5070228735678313,,-0.06453510033441502,-0.3265395980562413,-1.9449412167017628,-0.20447243637788068,0.5504364053544967,0.327986575745651,0.9934973207682548,-0.16788784093861628,,0.22879174665704108,0.3543149932332196,,,1.0619691938188869,-0.46206523498479163,1.334964907340445,-0.7761798640796547
2012-03-31,1.007926723092624,1.0995205092009588,0.0725086489549601,0.6542951468126783,-0.3942626369122393,0.9021505428906673,0.7137538233602331,,1.1697410962727675,-1.4554446852027576,-0.056797400087440775,-0.0031258588819513843,-0.4700680816753243,-0.483267715082834,,3.3097470781782286,,,,1.270457655882546,1.2987189970980408,0.8522192691282117,2.924456167502013,0.6728295015137147,-0.09328932436888933,-0.28148218148599435,1.0909881632974099,0.9925015507258812,-0.024247820796854138,2.349710500196147,0.9078087232524795,-0.7150900531544832,3.9385816791722528,3.1400978444417493,1.276870254684597,-0.4063564692808392,-0.9961576744858717,0.22323082907095085,2.4191513825900324,0.29251899529086933,1.2992242926576334,-0.8844171840577267,1.5802754554606682,1.529055998870202,-0.19330925498401635,0.5630267412774741,,1.3606075459206683,0.7141178774373731,0.41343599674207965,2.0180589328601566,0.5649151771013371,1.7359300527264818,0.5375366438087722,,0.6497676306123905,1.250332752986737,-0.045715757681339335,,-0.9421432772397452,0.9597663206622742,1.1660122009536589,0.09123500672798102,,-0.40795583448118566,1.7737206282496158,0.6146492638405013,2.4282178615648204,-0.10236065664441799,-0.4775681249932253,0.039438940932001,1.1193462751469447,1.7790371274761672,,-0.2072741581170281,,,0.9518243635047869,0.52436376103278,2.526751469449167,1.2098529908857223,0.25622006825901633,0.9652225618881015,,0.40972479940498474,1.1359811791925563,-0.32173723525752035,-0.7316055660017622,0.03572876175150925,,0.3025079074023359,2.34838509470712,,-3.862140557391969,-0.15526419655446214,2.291848166793014,0.11849194046635482,0.2214121252171185,-0.30290593150413175,-0.05418789386890176,0.23885480308516813,0.7291513255603403,,0.329747510101833,0.2555349517234839,-0.9210815756087295,0.355959144115205,0.08072845343863942,2.5140733307786745,0.5906467858791112,1.0905990349969927,0.49517940005935285,,0.5881494266552095,,-0.9139380003594301,,2.6454654391709274,1.270381565068345,3.7993375496655313,-1.079048564180735,,-1.7404256553430884,0.18855952819647653,-1.0116015386783808,,-0.321199047486161,-0.5708882915661629,1.5990283916645804,1.6903307632487954,0.34873432967075374,0.23176287171705603,0.5545558638939125,0.26300363796063103,-1.520965052145912,,-0.36126575845669784,,0.863805718980577,1.6709822462624775,,3.8023648505102425,-1.34951185876076,0.9998368520466602,-7.694416826612635,1.3768708658618387,0.2410679921839208,1.3277356025944869,1.2912940986125974,,-0.004378017778093636,-0.36631361175081645,0.19238098138507828,,-0.30466478983602846,0.8182184939831878,,0.6209484711616227,0.3537161905943165,0.10726652020167407,-0.31066118902230744,,3.591623769427496,0.24142709477780824,-2.498568614158376,0.5054137201056067,1.1270313120545243,0.8641588153101695,1.7159717517944566,-0.014477774213847558,,-0.3097022374514588,0.2600050917773185,,,2.3466105596567584,-0.0884519881296844,1.6442026488479076,-0.7497241948554844
